player_id,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
270086,55+2,55+2,55+2,59,58,58,58,59,62+2,62+2,62+2,64+2,68+2,68+2,68+2,64+2,73+2,75+2,75+2,75+2,73+2,74+2,75+2,75+2,75+2,74+2,17+2
49000,31+2,31+2,31+2,30,32,32,32,30,35+2,35+2,35+2,31+2,35+2,35+2,35+2,31+2,27+2,32+2,32+2,32+2,27+2,26+2,29+2,29+2,29+2,26+2,73+1
53110,29+2,29+2,29+2,27,29,29,29,27,31+2,31+2,31+2,28+2,31+2,31+2,31+2,28+2,27+2,31+2,31+2,31+2,27+2,26+2,30+2,30+2,30+2,26+2,73+1
140293,30+2,30+2,30+2,30,31,31,31,30,33+2,33+2,33+2,31+2,32+2,32+2,32+2,31+2,26+2,29+2,29+2,29+2,26+2,25+2,25+2,25+2,25+2,25+2,73+1
146296,30+2,30+2,30+2,29,30,30,30,29,31+2,31+2,31+2,31+2,31+2,31+2,31+2,31+2,30+2,33+2,33+2,33+2,30+2,30+2,31+2,31+2,31+2,30+2,73+1
152554,60+3,60+3,60+3,66,64,64,64,66,66+3,66+3,66+3,69+3,68+3,68+3,68+3,69+3,72+2,71+3,71+3,71+3,72+2,72+2,70+3,70+3,70+3,72+2,16+3
153275,29+2,29+2,29+2,26,28,28,28,26,28+2,28+2,28+2,27+2,29+2,29+2,29+2,27+2,26+2,31+2,31+2,31+2,26+2,26+2,30+2,30+2,30+2,26+2,73+1
158121,29+2,29+2,29+2,26,29,29,29,26,29+2,29+2,29+2,28+2,29+2,29+2,29+2,28+2,26+2,28+2,28+2,28+2,26+2,26+2,26+2,26+2,26+2,26+2,73+1
158144,66+2,66+2,66+2,68,69,69,69,68,72+2,72+2,72+2,69+2,75-1,75-1,75-1,69+2,69+2,73+1,73+1,73+1,69+2,67+2,68+2,68+2,68+2,67+2,19+2
160128,67+2,67+2,67+2,73,72,72,72,73,73+1,73+1,73+1,73+1,67+2,67+2,67+2,73+1,57+2,54+2,54+2,54+2,57+2,53+2,46+2,46+2,46+2,53+2,18+2
161663,25+2,25+2,25+2,26,26,26,26,26,26+2,26+2,26+2,27+2,25+2,25+2,25+2,27+2,27+2,25+2,25+2,25+2,27+2,26+2,26+2,26+2,26+2,26+2,73+1
162280,72+2,72+2,72+2,75-1,75-1,75-1,75-1,75-1,76-2,76-2,76-2,75-1,74,74,74,75-1,64+2,64+2,64+2,64+2,64+2,61+2,56+2,56+2,56+2,61+2,19+2
164878,71+2,71+2,71+2,74,74,74,74,74,74,74,74,73+1,71+2,71+2,71+2,73+1,62+2,62+2,62+2,62+2,62+2,59+2,55+2,55+2,55+2,59+2,17+2
165109,65+2,65+2,65+2,64,64,64,64,64,65+2,65+2,65+2,64+2,68+2,68+2,68+2,64+2,71+2,73+1,73+1,73+1,71+2,71+2,74,74,74,71+2,17+2
166074,74,74,74,73,74,74,74,73,73+1,73+1,73+1,73+1,67+2,67+2,67+2,73+1,58+2,58+2,58+2,58+2,58+2,54+2,54+2,54+2,54+2,54+2,16+2
167993,32+2,32+2,32+2,30,32,32,32,30,34+2,34+2,34+2,32+2,36+2,36+2,36+2,32+2,33+2,38+2,38+2,38+2,33+2,33+2,35+2,35+2,35+2,33+2,73+1
168621,65+2,65+2,65+2,67,67,67,67,67,68+2,68+2,68+2,69+2,70+2,70+2,70+2,69+2,73+1,73+1,73+1,73+1,73+1,72+2,71+2,71+2,71+2,72+2,17+2
169706,64+2,64+2,64+2,63,64,64,64,63,65+2,65+2,65+2,65+2,70+2,70+2,70+2,65+2,70+2,73+1,73+1,73+1,70+2,69+2,73+1,73+1,73+1,69+2,16+2
169792,74,74,74,72,73,73,73,72,72+2,72+2,72+2,71+2,68+2,68+2,68+2,71+2,57+2,57+2,57+2,57+2,57+2,54+2,52+2,52+2,52+2,54+2,19+2
170084,28+2,28+2,28+2,26,29,29,29,26,30+2,30+2,30+2,28+2,32+2,32+2,32+2,28+2,25+2,30+2,30+2,30+2,25+2,25+2,26+2,26+2,26+2,25+2,73+1
170597,28+2,28+2,28+2,26,28,28,28,26,30+2,30+2,30+2,29+2,33+2,33+2,33+2,29+2,26+2,31+2,31+2,31+2,26+2,26+2,28+2,28+2,28+2,26+2,73+1
171972,67+2,67+2,67+2,67,68,68,68,67,70+2,70+2,70+2,68+2,71+2,71+2,71+2,68+2,69+2,73+1,73+1,73+1,69+2,68+2,71+2,71+2,71+2,68+2,16+2
172143,68+2,68+2,68+2,70,70,70,70,70,72+2,72+2,72+2,70+2,74,74,74,70+2,65+2,69+2,69+2,69+2,65+2,62+2,63+2,63+2,63+2,62+2,19+2
173857,27+2,27+2,27+2,26,28,28,28,26,28+2,28+2,28+2,27+2,28+2,28+2,28+2,27+2,27+2,29+2,29+2,29+2,27+2,27+2,30+2,30+2,30+2,27+2,73+1
173909,73+1,73+1,73+1,72,73,73,73,72,74,74,74,70+3,73+1,73+1,73+1,70+3,65+3,70+3,70+3,70+3,65+3,64+3,69+3,69+3,69+3,64+3,17+3
176630,33+2,33+2,33+2,38,37,37,37,38,42+2,42+2,42+2,41+2,43+2,43+2,43+2,41+2,35+2,38+2,38+2,38+2,35+2,33+2,30+2,30+2,30+2,33+2,73+1
177633,74,74,74,71,73,73,73,71,71+2,71+2,71+2,69+2,63+2,63+2,63+2,69+2,51+2,51+2,51+2,51+2,51+2,48+2,48+2,48+2,48+2,48+2,18+2
177644,31+2,31+2,31+2,32,33,33,33,32,35+2,35+2,35+2,34+2,35+2,35+2,35+2,34+2,31+2,33+2,33+2,33+2,31+2,30+2,31+2,31+2,31+2,30+2,73+1
178415,70+2,70+2,70+2,70,70,70,70,70,71+2,71+2,71+2,71+2,74,74,74,71+2,72+2,74,74,74,72+2,71+2,72+2,72+2,72+2,71+2,17+2
178518,74,74,74,73,74,74,74,73,74,74,74,73+1,74,74,74,73+1,72+2,73+1,73+1,73+1,72+2,71+3,72+2,72+2,72+2,71+3,17+3
179847,54+3,54+3,54+3,48,51,51,51,48,52+3,52+3,52+3,51+3,59+3,59+3,59+3,51+3,62+3,69+3,69+3,69+3,62+3,64+3,74,74,74,64+3,17+3
181098,61+2,61+2,61+2,64,64,64,64,64,67+2,67+2,67+2,66+2,71+2,71+2,71+2,66+2,70+2,74,74,74,70+2,70+2,72+2,72+2,72+2,70+2,19+2
181318,66+2,66+2,66+2,67,68,68,68,67,70+2,70+2,70+2,69+2,74,74,74,69+2,69+2,74,74,74,69+2,67+2,69+2,69+2,69+2,67+2,12+2
183353,65+2,65+2,65+2,66,66,66,66,66,66+2,66+2,66+2,68+2,67+2,67+2,67+2,68+2,74,72+2,72+2,72+2,74,74,74,74,74,74,16+2
183580,74,74,74,66,70,70,70,66,66+2,66+2,66+2,65+2,63+2,63+2,63+2,65+2,53+2,54+2,54+2,54+2,53+2,51+2,51+2,51+2,51+2,51+2,18+2
184111,74,74,74,67,71,71,71,67,68+2,68+2,68+2,65+2,63+2,63+2,63+2,65+2,48+2,50+2,50+2,50+2,48+2,46+2,49+2,49+2,49+2,46+2,16+2
184167,32+2,32+2,32+2,31,33,33,33,31,35+2,35+2,35+2,33+2,35+2,35+2,35+2,33+2,30+2,33+2,33+2,33+2,30+2,29+2,30+2,30+2,30+2,29+2,73+1
184190,49+2,49+2,49+2,43,45,45,45,43,47+2,47+2,47+2,46+2,56+2,56+2,56+2,46+2,60+2,69+2,69+2,69+2,60+2,63+2,74,74,74,63+2,17+2
184575,74,74,74,75-1,76-2,76-2,76-2,75-1,75-1,75-1,75-1,74,70+2,70+2,70+2,74,60+2,60+2,60+2,60+2,60+2,57+2,53+2,53+2,53+2,57+2,19+2
185144,74,74,74,68,72,72,72,68,68+2,68+2,68+2,66+2,60+2,60+2,60+2,66+2,46+2,45+2,45+2,45+2,46+2,43+2,42+2,42+2,42+2,43+2,19+2
185431,74,74,74,70,73,73,73,70,71+3,71+3,71+3,69+3,65+3,65+3,65+3,69+3,55+3,55+3,55+3,55+3,55+3,53+3,53+3,53+3,53+3,53+3,17+3
186148,28+2,28+2,28+2,27,29,29,29,27,28+2,28+2,28+2,28+2,28+2,28+2,28+2,28+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,73+1
186190,70+2,70+2,70+2,72,72,72,72,72,72+2,72+2,72+2,73+1,72+2,72+2,72+2,73+1,73+1,72+2,72+2,72+2,73+1,72+2,71+2,71+2,71+2,72+2,16+2
186351,69+2,69+2,69+2,69,69,69,69,69,70+2,70+2,70+2,70+2,73+1,73+1,73+1,70+2,71+2,73+1,73+1,73+1,71+2,71+2,73+1,73+1,73+1,71+2,18+2
186392,62+2,62+2,62+2,64,64,64,64,64,65+2,65+2,65+2,65+2,69+2,69+2,69+2,65+2,71+2,73+1,73+1,73+1,71+2,72+2,74,74,74,72+2,16+2
188182,58+2,58+2,58+2,58,58,58,58,58,58+2,58+2,58+2,60+2,62+2,62+2,62+2,60+2,69+2,69+2,69+2,69+2,69+2,70+2,74,74,74,70+2,16+2
188268,71+2,71+2,71+2,74,73,73,73,74,73+1,73+1,73+1,73+1,69+2,69+2,69+2,73+1,64+2,63+2,63+2,63+2,64+2,63+2,59+2,59+2,59+2,63+2,17+2
189127,49+2,49+2,49+2,48,47,47,47,48,49+2,49+2,49+2,51+2,54+2,54+2,54+2,51+2,64+2,67+2,67+2,67+2,64+2,67+2,74,74,74,67+2,17+2
189251,66+2,66+2,66+2,70,70,70,70,70,72+2,72+2,72+2,71+2,74,74,74,71+2,72+2,73+1,73+1,73+1,72+2,71+2,68+2,68+2,68+2,71+2,18+2
189324,30+2,30+2,30+2,28,30,30,30,28,31+2,31+2,31+2,30+2,31+2,31+2,31+2,30+2,27+2,30+2,30+2,30+2,27+2,27+2,27+2,27+2,27+2,27+2,73+1
189606,62+2,62+2,62+2,62,63,63,63,62,64+2,64+2,64+2,65+2,69+2,69+2,69+2,65+2,70+2,73+1,73+1,73+1,70+2,70+2,73+1,73+1,73+1,70+2,18+2
189860,63+2,63+2,63+2,69,67,67,67,69,69+2,69+2,69+2,70+2,69+2,69+2,69+2,70+2,73+1,71+2,71+2,71+2,73+1,72+2,69+2,69+2,69+2,72+2,20+2
190059,72+2,72+2,72+2,73,72,72,72,73,72+2,72+2,72+2,73+1,72+2,72+2,72+2,73+1,71+2,70+2,70+2,70+2,71+2,71+2,69+2,69+2,69+2,71+2,20+2
190324,59+2,59+2,59+2,56,57,57,57,56,56+2,56+2,56+2,57+2,59+2,59+2,59+2,57+2,66+2,68+2,68+2,68+2,66+2,67+2,74,74,74,67+2,20+2
190456,66+2,66+2,66+2,69,68,68,68,69,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,72+2,71+2,71+2,71+2,72+2,72+2,72+2,72+2,72+2,72+2,18+2
190666,55+2,55+2,55+2,53,53,53,53,53,53+2,53+2,53+2,55+2,57+2,57+2,57+2,55+2,66+2,67+2,67+2,67+2,66+2,69+2,74,74,74,69+2,19+2
190824,66+2,66+2,66+2,70,69,69,69,70,70+2,70+2,70+2,71+2,71+2,71+2,71+2,71+2,73+1,71+2,71+2,71+2,73+1,72+2,70+2,70+2,70+2,72+2,15+2
190885,66+2,66+2,66+2,68,68,68,68,68,68+2,68+2,68+2,69+2,70+2,70+2,70+2,69+2,72+2,72+2,72+2,72+2,72+2,72+2,71+2,71+2,71+2,72+2,16+2
192427,65+2,65+2,65+2,71,70,70,70,71,71+2,71+2,71+2,72+2,71+2,71+2,71+2,72+2,73+1,72+2,72+2,72+2,73+1,72+2,69+2,69+2,69+2,72+2,21+2
192557,64+2,64+2,64+2,67,66,66,66,67,66+2,66+2,66+2,69+2,68+2,68+2,68+2,69+2,73+1,71+2,71+2,71+2,73+1,72+2,70+2,70+2,70+2,72+2,19+2
192622,56+2,56+2,56+2,48,52,52,52,48,51+2,51+2,51+2,49+2,57+2,57+2,57+2,49+2,59+2,67+2,67+2,67+2,59+2,62+2,74,74,74,62+2,17+2
192665,27+2,27+2,27+2,24,26,26,26,24,27+2,27+2,27+2,26+2,27+2,27+2,27+2,26+2,25+2,27+2,27+2,27+2,25+2,25+2,27+2,27+2,27+2,25+2,73+1
192955,69+2,69+2,69+2,72,72,72,72,72,73+1,73+1,73+1,72+2,74,74,74,72+2,70+2,71+2,71+2,71+2,70+2,68+2,66+2,66+2,66+2,68+2,19+2
193107,27+2,27+2,27+2,26,27,27,27,26,26+2,26+2,26+2,26+2,25+2,25+2,25+2,26+2,26+2,24+2,24+2,24+2,26+2,25+2,24+2,24+2,24+2,25+2,73+1
193182,31+2,31+2,31+2,31,32,32,32,31,36+2,36+2,36+2,33+2,38+2,38+2,38+2,33+2,29+2,34+2,34+2,34+2,29+2,28+2,29+2,29+2,29+2,28+2,73+1
193331,31+2,31+2,31+2,31,32,32,32,31,32+2,32+2,32+2,32+2,32+2,32+2,32+2,32+2,30+2,30+2,30+2,30+2,30+2,29+2,26+2,26+2,26+2,29+2,73+1
193338,74,74,74,70,72,72,72,70,69+2,69+2,69+2,67+2,60+2,60+2,60+2,67+2,48+2,46+2,46+2,46+2,48+2,45+2,45+2,45+2,45+2,45+2,17+2
193352,69+2,69+2,69+2,70,70,70,70,70,71+2,71+2,71+2,71+2,73+1,73+1,73+1,71+2,74,75-1,75-1,75-1,74,73+1,74,74,74,73+1,20+2
193683,68+2,68+2,68+2,69,70,70,70,69,71+2,71+2,71+2,71+2,74,74,74,71+2,72+2,74,74,74,72+2,71+2,69+2,69+2,69+2,71+2,18+2
193738,71+2,71+2,71+2,73,74,74,74,73,74,74,74,74,74,74,74,74,67+2,68+2,68+2,68+2,67+2,66+2,63+2,63+2,63+2,66+2,19+2
194201,54+2,54+2,54+2,52,54,54,54,52,56+2,56+2,56+2,54+2,62+2,62+2,62+2,54+2,64+2,71+2,71+2,71+2,64+2,66+2,74,74,74,66+2,15+2
194761,70+2,70+2,70+2,73,73,73,73,73,74,74,74,73+1,74,74,74,73+1,68+2,68+2,68+2,68+2,68+2,66+2,63+2,63+2,63+2,66+2,19+2
195202,70+2,70+2,70+2,73,73,73,73,73,74,74,74,73+1,74,74,74,73+1,67+2,68+2,68+2,68+2,67+2,65+2,63+2,63+2,63+2,65+2,17+2
195412,72+2,72+2,72+2,71,72,72,72,71,72+2,72+2,72+2,72+2,73+1,73+1,73+1,72+2,71+2,73+1,73+1,73+1,71+2,71+2,72+2,72+2,72+2,71+2,16+2
197083,71+2,71+2,71+2,73,72,72,72,73,72+2,72+2,72+2,73+1,73+1,73+1,73+1,73+1,73+1,72+2,72+2,72+2,73+1,72+2,71+2,71+2,71+2,72+2,18+2
197837,52+2,52+2,52+2,51,51,51,51,51,52+2,52+2,52+2,54+2,57+2,57+2,57+2,54+2,66+2,69+2,69+2,69+2,66+2,68+2,74,74,74,68+2,16+2
198006,70+2,70+2,70+2,71,71,71,71,71,72+2,72+2,72+2,71+2,74,74,74,71+2,71+2,73+1,73+1,73+1,71+2,69+2,69+2,69+2,69+2,69+2,17+2
198143,74,74,74,75-1,75-1,75-1,75-1,75-1,75-1,75-1,75-1,75-1,69+2,69+2,69+2,75-1,56+2,54+2,54+2,54+2,56+2,52+2,46+2,46+2,46+2,52+2,19+2
198145,74,74,74,72,73,73,73,72,72+2,72+2,72+2,71+2,67+2,67+2,67+2,71+2,59+2,57+2,57+2,57+2,59+2,57+2,53+2,53+2,53+2,57+2,19+2
198177,59+2,59+2,59+2,61,61,61,61,61,62+2,62+2,62+2,64+2,65+2,65+2,65+2,64+2,70+2,72+2,72+2,72+2,70+2,71+2,74,74,74,71+2,18+2
198230,54+2,54+2,54+2,50,53,53,53,50,54+2,54+2,54+2,55+2,62+2,62+2,62+2,55+2,66+2,72+2,72+2,72+2,66+2,67+2,74,74,74,67+2,16+2
198285,28+2,28+2,28+2,28,29,29,29,28,32+2,32+2,32+2,30+2,33+2,33+2,33+2,30+2,26+2,29+2,29+2,29+2,26+2,25+2,24+2,24+2,24+2,25+2,73+2
198513,30+2,30+2,30+2,29,30,30,30,29,31+2,31+2,31+2,30+2,30+2,30+2,30+2,30+2,28+2,29+2,29+2,29+2,28+2,28+2,30+2,30+2,30+2,28+2,73+1
198715,74,74,74,73,74,74,74,73,72+2,72+2,72+2,71+2,66+2,66+2,66+2,71+2,55+2,55+2,55+2,55+2,55+2,53+2,51+2,51+2,51+2,53+2,16+2
198861,62+2,62+2,62+2,66,66,66,66,66,68+2,68+2,68+2,67+2,70+2,70+2,70+2,67+2,69+2,73+1,73+1,73+1,69+2,69+2,72+2,72+2,72+2,69+2,20+2
198904,48+2,48+2,48+2,45,46,46,46,45,47+2,47+2,47+2,48+2,55+2,55+2,55+2,48+2,62+2,68+2,68+2,68+2,62+2,65+2,74,74,74,65+2,16+2
198949,68+2,68+2,68+2,71,70,70,70,71,71+2,71+2,71+2,72+2,71+2,71+2,71+2,72+2,73+1,72+2,72+2,72+2,73+1,72+2,71+2,71+2,71+2,72+2,18+2
199158,66+2,66+2,66+2,65,67,67,67,65,68+2,68+2,68+2,67+2,72+2,72+2,72+2,67+2,69+2,73+1,73+1,73+1,69+2,69+2,71+2,71+2,71+2,69+2,19+2
199189,72+2,72+2,72+2,73,74,74,74,73,74,74,74,72+2,72+2,72+2,72+2,72+2,64+2,66+2,66+2,66+2,64+2,62+2,63+2,63+2,63+2,62+2,17+2
199244,55+2,55+2,55+2,54,55,55,55,54,57+2,57+2,57+2,57+2,62+2,62+2,62+2,57+2,65+2,70+2,70+2,70+2,65+2,67+2,74,74,74,67+2,19+2
199288,62+2,62+2,62+2,63,63,63,63,63,66+2,66+2,66+2,65+2,70+2,70+2,70+2,65+2,69+2,73+1,73+1,73+1,69+2,69+2,72+2,72+2,72+2,69+2,17+2
199562,59+2,59+2,59+2,62,62,62,62,62,66+2,66+2,66+2,65+2,71+2,71+2,71+2,65+2,68+2,73+1,73+1,73+1,68+2,68+2,71+2,71+2,71+2,68+2,19+2
199577,59+2,59+2,59+2,58,60,60,60,58,61+2,61+2,61+2,60+2,66+2,66+2,66+2,60+2,67+2,72+2,72+2,72+2,67+2,68+2,74,74,74,68+2,19+2
199626,70+2,70+2,70+2,72,73,73,73,72,74,74,74,73+1,74,74,74,73+1,71+2,72+2,72+2,72+2,71+2,70+2,69+2,69+2,69+2,70+2,16+2
199767,72+2,72+2,72+2,71,72,72,72,71,73+1,73+1,73+1,71+2,74,74,74,71+2,69+2,72+2,72+2,72+2,69+2,68+2,71+2,71+2,71+2,68+2,18+2
199792,72+2,72+2,72+2,73,74,74,74,73,74,74,74,73+1,74,74,74,73+1,71+2,72+2,72+2,72+2,71+2,70+2,68+2,68+2,68+2,70+2,17+2
199986,63+2,63+2,63+2,62,62,62,62,62,63+2,63+2,63+2,64+2,68+2,68+2,68+2,64+2,70+2,73+1,73+1,73+1,70+2,70+2,74,74,74,70+2,18+2
200223,68+2,68+2,68+2,72,72,72,72,72,73+1,73+1,73+1,72+2,74,74,74,72+2,73+1,73+1,73+1,73+1,73+1,72+2,69+2,69+2,69+2,72+2,17+2
200438,69+2,69+2,69+2,74,72,72,72,74,73+1,73+1,73+1,73+1,70+2,70+2,70+2,73+1,67+2,64+2,64+2,64+2,67+2,65+2,59+2,59+2,59+2,65+2,18+2
200677,54+2,54+2,54+2,51,52,52,52,51,52+2,52+2,52+2,53+2,57+2,57+2,57+2,53+2,64+2,69+2,69+2,69+2,64+2,65+2,74,74,74,65+2,16+2
200746,69+2,69+2,69+2,69,70,70,70,69,71+2,71+2,71+2,71+2,74,74,74,71+2,72+2,75-1,75-1,75-1,72+2,71+2,72+2,72+2,72+2,71+2,16+2
201290,74,74,74,73,74,74,74,73,74,74,74,73+1,71+2,71+2,71+2,73+1,57+2,58+2,58+2,58+2,57+2,54+2,52+2,52+2,52+2,54+2,17+2
201510,71+2,71+2,71+2,73,73,73,73,73,73+1,73+1,73+1,73+1,73+1,73+1,73+1,73+1,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,18+2
201860,49+2,49+2,49+2,44,46,46,46,44,47+2,47+2,47+2,45+2,53+2,53+2,53+2,45+2,58+2,66+2,66+2,66+2,58+2,62+2,74,74,74,62+2,19+2
201955,64+2,64+2,64+2,65,64,64,64,65,63+2,63+2,63+2,67+2,65+2,65+2,65+2,67+2,72+2,70+2,70+2,70+2,72+2,72+2,72+2,72+2,72+2,72+2,19+2
202429,66+2,66+2,66+2,67,67,67,67,67,66+2,66+2,66+2,69+2,68+2,68+2,68+2,69+2,72+2,71+2,71+2,71+2,72+2,72+2,73+1,73+1,73+1,72+2,17+2
202493,70+2,70+2,70+2,73,72,72,72,73,72+2,72+2,72+2,73+1,71+2,71+2,71+2,73+1,71+2,70+2,70+2,70+2,71+2,71+2,68+2,68+2,68+2,71+2,17+2
202697,56+2,56+2,56+2,56,57,57,57,56,60+2,60+2,60+2,58+2,65+2,65+2,65+2,58+2,66+2,71+2,71+2,71+2,66+2,67+2,74,74,74,67+2,18+2
202789,28+2,28+2,28+2,25,27,27,27,25,27+2,27+2,27+2,26+2,27+2,27+2,27+2,26+2,24+2,27+2,27+2,27+2,24+2,24+2,26+2,26+2,26+2,24+2,73+1
203502,72+2,72+2,72+2,74,73,73,73,74,73+1,73+1,73+1,73+1,71+2,71+2,71+2,73+1,68+2,65+2,65+2,65+2,68+2,67+2,61+2,61+2,61+2,67+2,17+2
203864,70+2,70+2,70+2,68,69,69,69,68,69+2,69+2,69+2,69+2,71+2,71+2,71+2,69+2,71+2,73+1,73+1,73+1,71+2,71+2,75-1,75-1,75-1,71+2,17+2
203872,72+2,72+2,72+2,74,74,74,74,74,73+1,73+1,73+1,73+1,67+2,67+2,67+2,73+1,59+2,57+2,57+2,57+2,59+2,56+2,53+2,53+2,53+2,56+2,18+2
204092,31+2,31+2,31+2,30,32,32,32,30,33+2,33+2,33+2,32+2,33+2,33+2,33+2,32+2,28+2,31+2,31+2,31+2,28+2,27+2,29+2,29+2,29+2,27+2,73+1
204121,61+2,61+2,61+2,60,61,61,61,60,62+2,62+2,62+2,62+2,66+2,66+2,66+2,62+2,68+2,71+2,71+2,71+2,68+2,69+2,74,74,74,69+2,18+2
204152,63+2,63+2,63+2,64,65,65,65,64,67+2,67+2,67+2,66+2,69+2,69+2,69+2,66+2,70+2,73+1,73+1,73+1,70+2,71+2,73+1,73+1,73+1,71+2,17+2
204497,67+2,67+2,67+2,72,71,71,71,72,74,74,74,73+1,74,74,74,73+1,63+2,64+2,64+2,64+2,63+2,59+2,53+2,53+2,53+2,59+2,20+2
204688,71+2,71+2,71+2,72,72,72,72,72,73+1,73+1,73+1,73+1,74,74,74,73+1,72+2,73+1,73+1,73+1,72+2,71+2,71+2,71+2,71+2,71+2,18+2
204760,63+2,63+2,63+2,66,65,65,65,66,67+2,67+2,67+2,68+2,69+2,69+2,69+2,68+2,72+2,72+2,72+2,72+2,72+2,72+2,74,74,74,72+2,17+2
204936,59+2,59+2,59+2,55,57,57,57,55,58+2,58+2,58+2,57+2,63+2,63+2,63+2,57+2,66+2,72+2,72+2,72+2,66+2,68+2,74,74,74,68+2,17+2
204977,60+2,60+2,60+2,64,61,61,61,64,62+2,62+2,62+2,66+2,64+2,64+2,64+2,66+2,72+2,70+2,70+2,70+2,72+2,72+2,71+2,71+2,71+2,72+2,20+2
205157,63+2,63+2,63+2,67,68,68,68,67,71+2,71+2,71+2,69+2,73+1,73+1,73+1,69+2,70+2,73+1,73+1,73+1,70+2,69+2,69+2,69+2,69+2,69+2,16+2
205201,71+2,71+2,71+2,68,70,70,70,68,69+2,69+2,69+2,69+2,72+2,72+2,72+2,69+2,71+2,73+2,73+2,73+2,71+2,71+2,73+2,73+2,73+2,71+2,18+2
205346,63+2,63+2,63+2,69,67,67,67,69,67+2,67+2,67+2,70+2,66+2,66+2,66+2,70+2,72+2,68+2,68+2,68+2,72+2,72+2,68+2,68+2,68+2,72+2,18+2
205362,51+2,51+2,51+2,52,51,51,51,52,55+2,55+2,55+2,55+2,61+2,61+2,61+2,55+2,66+2,71+2,71+2,71+2,66+2,69+2,74,74,74,69+2,20+2
205365,70+2,70+2,70+2,74,73,73,73,74,73+1,73+1,73+1,73+1,68+2,68+2,68+2,73+1,58+2,55+2,55+2,55+2,58+2,54+2,46+2,46+2,46+2,54+2,17+2
205495,74,74,74,73,74,74,74,73,72+2,72+2,72+2,71+2,65+2,65+2,65+2,71+2,54+2,53+2,53+2,53+2,54+2,53+2,51+2,51+2,51+2,53+2,15+2
205565,53+2,53+2,53+2,50,51,51,51,50,51+2,51+2,51+2,54+2,58+2,58+2,58+2,54+2,64+2,68+2,68+2,68+2,64+2,66+2,74,74,74,66+2,18+2
205590,61+2,61+2,61+2,61,61,61,61,61,61+2,61+2,61+2,63+2,65+2,65+2,65+2,63+2,71+2,72+2,72+2,72+2,71+2,71+2,74,74,74,71+2,16+2
205895,67+2,67+2,67+2,69,69,69,69,69,69+2,69+2,69+2,70+2,71+2,71+2,71+2,70+2,71+2,73+1,73+1,73+1,71+2,70+2,71+2,71+2,71+2,70+2,15+2
205965,67+2,67+2,67+2,69,68,68,68,69,68+2,68+2,68+2,70+2,69+2,69+2,69+2,70+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,16+2
206006,72+2,72+2,72+2,73,72,72,72,73,72+2,72+2,72+2,73+1,72+2,72+2,72+2,73+1,72+2,71+2,71+2,71+2,72+2,72+2,69+2,69+2,69+2,72+2,19+2
206085,68+2,68+2,68+2,73,72,72,72,73,71+2,71+2,71+2,73+1,70+2,70+2,70+2,73+1,70+2,67+2,67+2,67+2,70+2,68+2,62+2,62+2,62+2,68+2,18+2
206104,74,74,74,68,71,71,71,68,69+2,69+2,69+2,67+2,65+2,65+2,65+2,67+2,54+2,56+2,56+2,56+2,54+2,52+2,53+2,53+2,53+2,52+2,17+2
206114,66+2,66+2,66+2,71,71,71,71,71,73+2,73+2,73+2,72+2,74+1,74+1,74+1,72+2,71+2,72+2,72+2,72+2,71+2,70+2,67+2,67+2,67+2,70+2,16+2
206219,56+2,56+2,56+2,59,57,57,57,59,59+2,59+2,59+2,62+2,63+2,63+2,63+2,62+2,72+2,71+2,71+2,71+2,72+2,72+2,72+2,72+2,72+2,72+2,19+2
206222,62+2,62+2,62+2,61,60,60,60,61,61+2,61+2,61+2,62+2,64+2,64+2,64+2,62+2,69+2,71+2,71+2,71+2,69+2,70+2,74,74,74,70+2,19+2
206304,68+2,68+2,68+2,65,67,67,67,65,67+2,67+2,67+2,65+2,70+2,70+2,70+2,65+2,68+2,73+1,73+1,73+1,68+2,68+2,73+1,73+1,73+1,68+2,17+2
206414,58+2,58+2,58+2,53,56,56,56,53,56+2,56+2,56+2,56+2,62+2,62+2,62+2,56+2,65+2,71+2,71+2,71+2,65+2,68+2,74,74,74,68+2,20+2
206516,66+2,66+2,66+2,71,70,70,70,71,73+2,73+2,73+2,72+2,74+1,74+1,74+1,72+2,69+2,72+2,72+2,72+2,69+2,68+2,67+2,67+2,67+2,68+2,18+2
206577,69+2,69+2,69+2,70,71,71,71,70,72+2,72+2,72+2,71+2,74,74,74,71+2,68+2,70+2,70+2,70+2,68+2,66+2,65+2,65+2,65+2,66+2,18+2
206606,74,74,74,63,69,69,69,63,66+2,66+2,66+2,61+2,61+2,61+2,61+2,61+2,47+2,51+2,51+2,51+2,47+2,46+2,52+2,52+2,52+2,46+2,19+2
207441,71+2,71+2,71+2,74,74,74,74,74,74,74,74,74,69+2,69+2,69+2,74,60+2,59+2,59+2,59+2,60+2,58+2,53+2,53+2,53+2,58+2,18+2
